codigo_contrato,codigo_expediente,proveedor,titulo_contrato,descripcion,contract_type,work_category_id,tipo_contratacion,tipo_expediente,importe,moneda,fecha,fecha_fin,project_code,ff_fecha_inicio,ff_fecha_fin
1390130,1268073,"Mex Ray, S.A. de C.V.",Aa-019Gyr009-E154-2017 Mat. Curacion,Aa-019Gyr009-E154-2017 Mat. Curacion,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,199375.0,MXN,2017-02-15 15:00:00.000000 +00:00,2017-02-24 23:00:00.000000 +00:00,tender_1140662,2017-02-15,2017-02-24
1390156,1268073,Matilde Lopez Aguilar,Aa-019Gyr009-E154-2017 Mat. Curacion,Aa-019Gyr009-E154-2017 Mat. Curacion,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,14865.4,MXN,2017-02-15 15:00:00.000000 +00:00,2017-02-24 23:00:00.000000 +00:00,tender_1140662,2017-02-15,2017-02-24
1390179,1268073,Matilde Lopez Aguilar,Aa-019Gyr009-E154-2017 Mat. Curacion,Aa-019Gyr009-E154-2017 Mat. Curacion,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,14797.25,MXN,2017-02-15 15:00:00.000000 +00:00,2017-02-24 23:00:00.000000 +00:00,tender_1140662,2017-02-15,2017-02-24
1390192,1268073,Lay Medical Servicios Sa de Cv,Aa-019Gyr009-E154-2017 Mat. Curacion,Aa-019Gyr009-E154-2017 Mat. Curacion,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,175775.0,MXN,2017-02-15 15:00:00.000000 +00:00,2017-02-24 23:00:00.000000 +00:00,tender_1140662,2017-02-15,2017-02-24
1390304,1268073,Grupo Biomyre Sc,Aa-019Gyr009-E154-2017 Mat. Curacion,Aa-019Gyr009-E154-2017 Mat. Curacion,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,9051.9,MXN,2017-02-15 15:00:00.000000 +00:00,2017-02-24 23:00:00.000000 +00:00,tender_1140662,2017-02-15,2017-02-24
1345267,1274567,Servicios de Analisis En Linea Sc,Suscripcion Al Servicio de Analisis Financiero y Bursatil.,Suscripcion Al Servicio de Analisis Financiero y Bursatil.,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,29000.0,MXN,2017-02-15 14:00:00.000000 +00:00,2018-01-01 02:00:00.000000 +00:00,tender_1146777,2017-02-15,2018-01-01
1338187,1268659,Larogy Constructora Sa de Cv,"Supervisión, Seguimiento y Verificación Estado de Zacatecas",Sin Dato,4.Obra Pública,9.0,Servicios Relacionados con la OP,04. Invitación a Cuando Menos Tres Personas LOPSRM,2498776.14,MXN,2017-02-15 06:00:00.000000 +00:00,2017-10-16 04:59:00.000000 +00:00,tender_1141229,2017-02-15,2017-10-16
1331842,1275537,"Farmaceuticos Maypo, S.A. de C.V.",Aa-019Gyr028-E27-2017  Adquisicion de Maedicamentos,Aa-019Gyr028-E27-2017 Adquisicion de Maedicamentos,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,272758.93,MXN,2017-02-15 00:04:00.000000 +00:00,2017-04-18 16:06:00.000000 +00:00,tender_1147666,2017-02-15,2017-04-18
1324780,1268385,Jesus Alfonso Cervantes Cruz,1- Trabajos Técnicos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,50000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-07-15 04:59:00.000000 +00:00,tender_1140955,2017-02-15,2017-07-15
1722849,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,60937.65,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1723112,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,1409.8,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1723128,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,66483.45,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1723136,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,28102.88,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1723143,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,7987.67,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1723150,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,8653.17,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1723174,1273207,Ralca S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,17128.22,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1723179,1273207,Ralca S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,123824.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722595,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,33488.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722769,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,526325.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722786,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,14389.56,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722807,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,1678819.68,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722823,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,133559.55,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722866,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,140158.35,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722899,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,47229.91,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722905,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,194764.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722913,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,33520.76,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722687,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,6622.47,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722709,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,1200647.25,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722609,1273207,Farmaceuticos Maypo S.A de C.V.,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,43900.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722621,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,16287.81,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722677,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,6622.47,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722702,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,46109.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722751,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,581168.15,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722761,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,41104.3,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722815,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,19551.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722829,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,38224.26,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722873,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,140158.35,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722891,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,20283.5,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1723125,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,62889.75,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1723155,1273207,"Sanofi Aventis Winthrop, S.A. de C.V.",Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,344697.85,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722570,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,24892.95,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722729,1273207,Farmaceuticos Maypo S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,263199.68,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1722797,1273207,Grupo Farmacos Especializados S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,598864.8,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1723164,1273207,Ralca S.A de C.V,Aa-019Gyr026-E27-2017 Material Terapeutico,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,830.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1145506,2017-02-15,2017-02-25
1344075,1274586,Oxford Economics Mexico & Latin America S a P I de Cv,Servicio Macroeconomico.,Servicio Macroeconomico.,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,60208.0,MXN,2017-02-15 14:00:00.000000 +00:00,2018-01-01 02:00:00.000000 +00:00,tender_1146794,2017-02-15,2018-01-01
1330973,1276467,Online Computer Library Center Incorporated,Renovación de Licencia Ezproxy,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,3910.3448,USD,2017-02-15 07:00:00.000000 +00:00,2017-12-30 06:59:00.000000 +00:00,tender_1148561,2017-02-15,2017-12-30
1413802,1264170,Transportes Lipu Sa de Cv,Arrendamiento de Transporte de Personal,"Servicio de Arrendamiento de Transoprte de Personal Para Semanas Nacionales de Salud, Eventos de Promoción a la Salud",3.Servicios,7.0,Servicios,03. Invitación a Cuando Menos Tres Personas LAASSP,1025408.0,MXN,2017-02-15 07:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1136994,2017-02-15,2018-01-01
1413885,1264170,Transportes Lipu Sa de Cv,Arrendamiento de Transporte de Personal,"Servicio de Arrendamiento de Transporte de Personal Para  Deportivos, Culturales y Sociales",3.Servicios,7.0,Servicios,03. Invitación a Cuando Menos Tres Personas LAASSP,217057.12,MXN,2017-02-15 07:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1136994,2017-02-15,2018-01-01
1338333,1266336,Servicio Jusla Valle de Chalco Sa de Cv,Servicio de Suministro de Combustible de la Empresa de Distribución de  la Zona,Servicio de Suministro de Combustible de la Empresa de Distribución de la Zona Volcanes,3.Servicios,7.0,Servicios,03. Invitación a Cuando Menos Tres Personas LAASSP,16.0,MXN,2017-02-15 01:42:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1139042,2017-02-15,2018-01-01
1329665,1266380,Equipos y Productos Quimicos delNoroeste Sa de Cv,Adquisicion de Cloro Gas (Presentacion 907 Kg),Adquisición de Cloro Gas (Presentación 907 Kg),1.Adquisiciones,5.0,Adquisiciones,03. Invitación a Cuando Menos Tres Personas LAASSP,2765261.6,MXN,2017-02-15 19:22:00.000000 +00:00,2018-01-01 06:59:00.000000 +00:00,tender_1139079,2017-02-15,2018-01-01
1337938,1263620,Supervisores de Construccion y Asociados Sa de Cv,"Supervisión, Seguimiento y Verificación Estado de Coah.",Sin Dato,4.Obra Pública,9.0,Servicios Relacionados con la OP,04. Invitación a Cuando Menos Tres Personas LOPSRM,2499989.73,MXN,2017-02-15 06:00:00.000000 +00:00,2017-10-16 04:59:00.000000 +00:00,tender_1136487,2017-02-15,2017-10-16
1337944,1263668,Tres D Arquitectura Creativa Sa de Cv,"Supervisión, Seguimiento y Verificación Estado de Chiapas",Sin Dato,4.Obra Pública,9.0,Servicios Relacionados con la OP,04. Invitación a Cuando Menos Tres Personas LOPSRM,2671391.49,MXN,2017-02-15 06:00:00.000000 +00:00,2017-10-16 04:59:00.000000 +00:00,tender_1136528,2017-02-15,2017-10-16
1337963,1263699,"Impulsora de Investigaciones, Proyectos y Desarrollos S. A. de C. V.","Supervisión, Seguimiento y Verificación Estado de Gto.",Sin Dato,4.Obra Pública,9.0,Servicios Relacionados con la OP,04. Invitación a Cuando Menos Tres Personas LOPSRM,2154934.04,MXN,2017-02-15 06:00:00.000000 +00:00,2017-10-16 04:59:00.000000 +00:00,tender_1136555,2017-02-15,2017-10-16
1373016,1268927,Darfarma Sa de Cv,Aa-019Gyr001-E39-2017 Conv Adj Adq Medicamentos y Psicotrópicos,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,160566.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1141473,2017-02-15,2017-02-26
1330613,1258785,Nyr Plastic Sa de Cv,Solicitud de Cotizacion de Articulos de Aseo Req 15,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,03. Invitación a Cuando Menos Tres Personas LAASSP,178640.0,MXN,2017-02-15 20:45:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1131927,2017-02-15,2017-02-25
1330677,1258785,Shemy Mexicana S.A.De.C.V.,Solicitud de Cotizacion de Articulos de Aseo Req 15,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,03. Invitación a Cuando Menos Tres Personas LAASSP,90370.5,MXN,2017-02-15 20:45:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1131927,2017-02-15,2017-02-25
1330605,1258785,Key Quimica Sa de Cv,Solicitud de Cotizacion de Articulos de Aseo Req 15,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,03. Invitación a Cuando Menos Tres Personas LAASSP,26682.9,MXN,2017-02-15 20:45:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1131927,2017-02-15,2017-02-25
1324785,1268430,Lucina Ledesma Lopez,1- Trabajos Técnicos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,80280.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-08-15 04:59:00.000000 +00:00,tender_1140995,2017-02-15,2017-08-15
1337967,1263710,Jarh Ingenieria Sa de Cv,"Supervisión, Seguimiento y Verificación Estado de Gro.",Sin Dato,4.Obra Pública,9.0,Servicios Relacionados con la OP,04. Invitación a Cuando Menos Tres Personas LOPSRM,2499990.04,MXN,2017-02-15 06:00:00.000000 +00:00,2017-10-16 04:59:00.000000 +00:00,tender_1136565,2017-02-15,2017-10-16
1338205,1256197,Ecopro Evaluacion y Coordinacion de Proyectos Sa de Cv,Definición de Listado Preliminar de Obras,Sin Dato,4.Obra Pública,9.0,Servicios Relacionados con la OP,04. Invitación a Cuando Menos Tres Personas LOPSRM,6075442.98,MXN,2017-02-15 06:00:00.000000 +00:00,2017-10-30 05:59:00.000000 +00:00,tender_1129472,2017-02-15,2017-10-30
1332312,1257984,Gen Industrial Sa de Cv,Servicio de Recolección de Basura General,"Relación de Residuos Industriales, No Peligrosos (Basura General) En Contender de 6M3, el Servicio Se Realiza 3 Veces Por Semana, Correspondiente Al Mes de Febrero de 2017, Un Contenedor.",3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,9174.63,MXN,2017-02-15 15:00:00.000000 +00:00,2017-02-23 23:00:00.000000 +00:00,tender_1131165,2017-02-15,2017-02-23
1330538,1270394,Ilade Sa de Cv,Capacitación Técnica Para Personal de Intendencia.,Capacitación Técnica Para Personal de Intendencia.,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,302250.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-12-01 05:59:00.000000 +00:00,tender_1142882,2017-02-15,2017-12-01
1338194,1255864,Secoyso Sa de Cv,Organización y Comunicación de la Información,Sin Dato,4.Obra Pública,9.0,Servicios Relacionados con la OP,04. Invitación a Cuando Menos Tres Personas LOPSRM,6054946.6,MXN,2017-02-15 06:00:00.000000 +00:00,2017-10-30 05:59:00.000000 +00:00,tender_1129152,2017-02-15,2017-10-30
1337969,1264086,Estrem Sa de Cv,"Supervisión, Seguimiento y Verificación Estado de Hgo.",Sin Dato,4.Obra Pública,9.0,Servicios Relacionados con la OP,04. Invitación a Cuando Menos Tres Personas LOPSRM,2146829.81,MXN,2017-02-15 06:00:00.000000 +00:00,2017-10-16 04:59:00.000000 +00:00,tender_1136913,2017-02-15,2017-10-16
1336211,1267854,Ever Go Sa de Cv,Ao-019Gyr084-E2-2017. Trabajos de Mantenimiento a Canceleria de Aluminio En La,Ao-019Gyr084-E2-2017. Trabajos de Mantenimiento a Canceleria de Aluminio En la Umf 34 de Tulancingo,4.Obra Pública,8.0,Obra Pública,06. Adjudicación Directa LOPSRM,93967.07,MXN,2017-02-15 18:55:00.000000 +00:00,2017-02-28 22:00:00.000000 +00:00,tender_1140451,2017-02-15,2017-02-28
1355861,1263295,Biotecnologia Hospitalaria Sa de Cv,Material de Curación y Laboratorio,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,03. Invitación a Cuando Menos Tres Personas LAASSP,35100.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1136187,2017-02-15,2018-01-01
1357104,1263295,Comercializadora Lini Sa de Cv,Material de Curación y Laboratorio,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,03. Invitación a Cuando Menos Tres Personas LAASSP,47035.2,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1136187,2017-02-15,2018-01-01
1364147,1263295,Caslab de Mexico Sa de Cv,Material de Curación y Laboratorio,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,03. Invitación a Cuando Menos Tres Personas LAASSP,387572.64,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1136187,2017-02-15,2018-01-01
1366267,1263295,Pihcsa Para Hospitales S.A. de C.V.,Material de Curación y Laboratorio,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,03. Invitación a Cuando Menos Tres Personas LAASSP,3346.86,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1136187,2017-02-15,2018-01-01
1366283,1263295,Rega Especialidades Internacionales Sa de Cv,Material de Curación y Laboratorio,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,03. Invitación a Cuando Menos Tres Personas LAASSP,10800.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1136187,2017-02-15,2018-01-01
1366234,1263295,Disamed Sa de Cv,Material de Curación y Laboratorio,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,03. Invitación a Cuando Menos Tres Personas LAASSP,25920.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1136187,2017-02-15,2018-01-01
1368409,1266163,Glück Chemistry S de Rl de Cv,Material de Aseo.,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,1061871.1,MXN,2017-02-15 16:23:00.000000 +00:00,2017-03-01 05:59:00.000000 +00:00,tender_1138882,2017-02-15,2017-03-01
1331122,1274016,"Infra, S.A. de C.V.",Aa-019Gyr028-E19-2017 Ventilación Mecanica,Aa-019Gyr028-E19-2017 Ventilación Mecanica,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,1068880.0,MXN,2017-02-15 15:00:00.000000 +00:00,2017-04-01 05:59:00.000000 +00:00,tender_1146262,2017-02-15,2017-04-01
1331440,1264966,Licitamar Sa de Cv,Solicitud de Cotizacion Cd´S Para Equipos Medicos,Cd´S Para Equipos Medicos,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,107640.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 05:59:00.000000 +00:00,tender_1137751,2017-02-15,2017-02-25
1324768,1268459,Victor Polo Murillo,1- Trabajos Técnicos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,110000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-12-15 05:59:00.000000 +00:00,tender_1141027,2017-02-15,2017-12-15
1366170,1274804,Baxter Sa de Cv,Aa-019Gyr051-E022-2017 Suministro de Equipo E Instrumental Medico,Aa-019Gyr051-E022-2017 Suministro de Equipo E Instrumental Medico,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,87900.0,MXN,2017-02-15 20:00:00.000000 +00:00,2017-02-18 23:00:00.000000 +00:00,tender_1147030,2017-02-15,2017-02-18
1377119,1263755,Jose Alfredo Perez Gonzalez,Mantenimiento Preventivo y Correctivo delParque Vehicular de Este Organismo,Servicio de Mantenimiento Preventivo y Correctivo Al Parque Vehicular de Este Organismo,3.Servicios,7.0,Servicios,03. Invitación a Cuando Menos Tres Personas LAASSP,503998.0,MXN,2017-02-15 15:00:00.000000 +00:00,2017-12-31 23:59:00.000000 +00:00,tender_1136608,2017-02-15,2017-12-31
